wheelchair_accessible_entrance,wheelchair_accessible_parking,women_prayer_section,address,city,country_code,latitud,longituf,neighborhood,openinghours_0_day,openinghours_0_hours,openinghours_1_day,openinghours_1_hours,openinghours_2_day,openinghours_2_hours,openinghours_3_day,openinghours_3_hours,openinghours_4_day,openinghours_4_hours,openinghours_5_day,openingHours_5_hours,openinghours_6_day,openinghours_6_hours,phone,reviews_count,search_pageurl,,state,street,title,url_slug,image_name,total_score,url_google,website
TRUE,TRUE,FALSE,6788+CRH - Al Satwa - Dubai - United Arab Emirates,Dubai,AE,252.160.554,552.671.218,Al Satwa,,,,,,,,,,,,,,,,110,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,6788+CRH,Bilal bin Rabah Mosque,bilal-bin-rabah-mosque,bilal-bin-rabah-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Bilal%20bin%20Rabah%20Mosque&query_place_id=ChIJbTOtM15CXz4Rmb2eg8QKXZo,
TRUE,TRUE,FALSE,18 14A Street - Al Quoz - Al Quoz 1 - Dubai - United Arab Emirates,Dubai,AE,251.739.963,552.508.952,Al Quoz - Al Quoz 1,,,,,,,,,,,,,,,,56,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,18 14A Street,Almuhtadi Masjid (Mosque) Al Quoz,almuhtadi-masjid-al-quoz,almuhtadi-masjid-al-quoz.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Almuhtadi%20Masjid%20(Mosque)%20Al%20Quoz&query_place_id=ChIJR32ec8FpXz4RAVitMru6fOA,
TRUE,TRUE,FALSE,2 91 St - Jumeirah - Jumeirah 2 - Dubai - United Arab Emirates,Dubai,AE,252.105.445,552.462.695,Jumeirah - Jumeirah 2,,,,,,,,,,,,,,,,9,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,2 91 St,Suhail bin Juma Mosque جامع سهيل بن جمعة,suhail-bin-juma-mosque,suhail-bin-juma-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Suhail%20bin%20Juma%20Mosque%20%D8%AC%D8%A7%D9%85%D8%B9%20%D8%B3%D9%87%D9%8A%D9%84%20%D8%A8%D9%86%20%D8%AC%D9%85%D8%B9%D8%A9&query_place_id=ChIJGSioim9DXz4R8WOQPXBk3Zg,
TRUE,TRUE,FALSE,33 8B St - Al Safa - Al Safa 1 - Dubai - United Arab Emirates,Dubai,AE,25.179.795,55.239.231,Al Safa - Al Safa 1,,,,,,,,,,,,,,,971800600,97,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,33 8B St,Ali Bin Abi Talib Mosque,ali-bin-abi-talib-mosque,ali-bin-abi-talib-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Ali%20Bin%20Abi%20Talib%20Mosque&query_place_id=ChIJk9L18ORpXz4Rb78er3oANMM,
TRUE,TRUE,FALSE,Third - 96 Layeh Street - Jumeirah - Jumeirah 3 - Dubai - United Arab Emirates,Dubai,AE,251.820.131,552.339.874,Jumeirah - Jumeirah 3,,,,,,,,,,,,,,,97146087777,43,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,Third - 96 Layeh Street,Khalifa Al Fahad Mosque,khalifa-al-fahad-mosque,khalifa-al-fahad-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Khalifa%20Al%20Fahad%20Mosque&query_place_id=ChIJu5bwXvxpXz4R-q9pVrOyy9w,
TRUE,TRUE,FALSE,20 17C St - Al Wasl - Dubai - United Arab Emirates,Dubai,AE,251.993.869,552.605.626,Al Wasl,,,,,,,,,,,,,,,,97,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,20 17C St,Abdulrahman Al Qasimi Mosque,abdulrahman-al-qasimi-mosque,abulrahman-al-qasimi-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Abdulrahman%20Al%20Qasimi%20Mosque&query_place_id=ChIJn-VFQHpCXz4RcjUMuEr5c0M,
TRUE,TRUE,FALSE,12 34A Street - Al Quoz - Al Quoz 1 - Dubai - United Arab Emirates,Dubai,AE,251.715.497,552.564.957,Al Quoz - Al Quoz 1,,,,,,,,,,,,,,,,64,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,12 34A Street,Masjid Imam al Muntazir (Shia Mosque),masjid-imam-al-muntazir-shia-mosque,masjid-imam-al-muntazir-shia-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Masjid%20Imam%20al%20Muntazir%20(Shia%20Mosque)&query_place_id=ChIJneSmv99pXz4Rr6JdzenNKic,
TRUE,TRUE,FALSE,X2PG+8W6 - Mina Jebel Ali - Jebel Ali Freezone - Dubai - United Arab Emirates,Dubai,AE,249.857.994,550.272.794,Mina Jebel Ali - Jebel Ali Freezone,,,,,,,,,,,,,,,,2,"https://www.google.com/maps/search/Mosqu/@25.012034849167733,54.81682938773466,14z?hl=en",,Dubai,X2PG+8W6,Musalla Eid (Eid prayer ground),musalla-eid-prayer-ground,musalla-eid-prayer-ground-mosque.jpg,4.5,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B3%D8%AC%D8%AF%20%D8%A7%D9%84%D9%86%D9%88%D8%B1&query_place_id=ChIJyXMJMSQRXz4RF5KvEUwbl5s,
,FALSE,FALSE,,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,mosque-alharam-makkah,,,,
TRUE,TRUE,FALSE,W2RR+GR6 - Sheikh Zayed Rd - Mina Jebel Ali - Dubai - United Arab Emirates,Dubai,AE,249.412.918,550.420.065,Mina Jebel Ali,,,,,,,,,,,,,,,,23,"https://www.google.com/maps/search/Mosqu/@25.012034849167733,54.81682938773466,14z?hl=en",,Dubai,W2RR+GR6 - Sheikh Zayed Rd,Emirates Station Mosque,emirates-station-mosque,emirates-station-mosque.jpg,4.3,https://www.google.com/maps/search/?api=1&query=Emirates%20Station%20Mosque&query_place_id=ChIJ-WCWEHEOXz4RxUnR-6SepZI,
TRUE,TRUE,FALSE,3688+72G JVC - Jumeirah Village - Dubai - United Arab Emirates,Dubai,AE,250.656.911,552.150.878,Jumeirah Village,,,,,,,,,,,,,,,,105,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,3688+72G JVC,Circle mall Mosque,circle-mall-mosque,circle-mall-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Circle%20mall%20Mosque&query_place_id=ChIJDUqFuI5tXz4RD1XTftPnW6w,
,FALSE,FALSE,Al Barsha - Al Barsha 2 - Dubai - United Arab Emirates,Dubai,AE,250.977.335,55.203.796,Al Barsha - Al Barsha 2,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,9718008889,132,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,,Union Coop Masjid,union-coop-masjid,union-coop-masjid.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Union%20Coop%20Masjid&query_place_id=ChIJAzU2K4trXz4RU8nNoZHgaDA,https://www.unioncoop.ae/
TRUE,TRUE,FALSE,3539+GV4 - Dubai - United Arab Emirates,Dubai,AE,250.537.691,551.697.085,,,,,,,,,,,,,,,,,16,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,3539+GV4,Masjid Meadows Village,masjid-meadows-village,masjid-meadows-village.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Masjid%20Meadows%20Village&query_place_id=ChIJBQZ9LRltXz4RkTWFXVHmPdA,
TRUE,TRUE,FALSE,3635+3GW - JVC - Dubai - United Arab Emirates,Dubai,AE,250.527.251,552.088.372,Jumeirah Village,,,,,,,,,,,,,,,,67,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,3635+3GW - JVC,Mosque Prayer,mosque-prayer,mosque-prayer.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Mosque%20Prayer&query_place_id=ChIJ2XvaflxtXz4RR-w-qtSU0w8,
TRUE,TRUE,FALSE,Lakeside Residence - Ground Floor - Dubai - United Arab Emirates,Dubai,AE,250.665.907,551.381.438,Jumeirah Lake Towers,,,,,,,,,,,,,,,,13,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,Lakeside Residence - Ground Floor,Masjid Lake Side Residence,masjid-lake-side-residence,masjid-lake-side-residence.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Masjid%20Lake%20Side%20Residence&query_place_id=ChIJy2vmvF9tXz4RDpxLbfCLj1g,
TRUE,TRUE,FALSE,59 18A St - Al Satwa - Dubai - United Arab Emirates,Dubai,AE,25.226.809,552.784.546,Al Satwa,,,,,,,,,,,,,,,,11,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,59 18A St,Abdulla Bin Alzubair Masjid,abdulla-bin-alzubair-masjid,abdulla-bin-alzubair-masjid.jpg,4.5,https://www.google.com/maps/search/?api=1&query=Abdulla%20Bin%20Alzubair%20Masjid&query_place_id=ChIJFaRzuABDXz4Rc-n5dmAg34k,
TRUE,TRUE,FALSE,38 - 38 Street 30B - Al Barsha - Al Barsha 3 - Dubai - United Arab Emirates,Dubai,AE,250.896.793,551.944.106,Al Barsha - Al Barsha 3,,,,,,,,,,,,,,,,33,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,38 - 38 Street 30B,Al-Muhtadi Masjid,al-muhtadi-masjid,al-muhtadi-masjid.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Al-Muhtadi%20Masjid%20%D9%85%D8%B3%D8%AC%D8%AF%20%D8%A7%D9%84%D9%85%D9%87%D8%AA%D8%AF%D9%8A&query_place_id=ChIJ031JCndsXz4RssJAK4CdT7g,
TRUE,TRUE,FALSE,175 Al Boom Street - Jumeirah - Jumeirah 3 - Dubai - United Arab Emirates,Dubai,AE,251.730.911,552.229.225,Jumeirah - Jumeirah 3,,,,,,,,,,,,,,,,46,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,175 Al Boom Street,Mitha Bint Abdullha Almahiri Mosque,mitha-bint-abdullah-almahiri-mosque,mitha-bint-abdullha-almahiri-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Mitha%20Bint%20Abdullha%20Almahiri%20Mosque&query_place_id=ChIJ61JxlOtrXz4RQzQF0PDn6rM,
TRUE,TRUE,FALSE,34MR+25V - Jumeirah Beach Residence - Dubai - United Arab Emirates,Dubai,AE,25.082.612,551.404.178,Jumeirah Beach Residence,,,,,,,,,,,,,,,97145560888,18,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,34MR+25V,JBR Murjan Masjid,jbr-murjan-masjid,jbr-murjan-masjid.jpg,4.7,https://www.google.com/maps/search/?api=1&query=JBR%20Murjan%20Masjid&query_place_id=ChIJ7ScXfVRrXz4R2p0Te1IJjHg,
TRUE,TRUE,FALSE,175 Al Boom Street - Jumeirah - Jumeirah 3 - Dubai - United Arab Emirates,Dubai,AE,251.730.656,552.229.792,Jumeirah - Jumeirah 3,,,,,,,,,,,,,,,,2,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,175 Al Boom Street,Mosque 175 Al Boom Street,mosque-175-al-boom-street,mosque-175-al-boom-street.jpg,5,https://www.google.com/maps/search/?api=1&query=Mosque&query_place_id=ChIJ10XlxbdrXz4RBBGlQmoJUcw,
TRUE,TRUE,FALSE,26W7+2M8 - Dubai Sports City - Dubai - United Arab Emirates,Dubai,AE,25.045.034,552.141.991,Dubai Sports City,,,,,,,,,,,,,,,,67,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,26W7+2M8,Sports City Mosque,sports-city-mosque,sports-city-mosque.jpg,4.5,https://www.google.com/maps/search/?api=1&query=Sports%20City%20Mosque%20%D9%85%D8%B3%D8%AC%D8%AF&query_place_id=ChIJC6WK989tXz4RCCgXCEnE5l0,
TRUE,TRUE,FALSE,57H6+XJC - Dubai - United Arab Emirates,Dubai,AE,251.799.347,552.615.023,,,,,,,,,,,,,,,,,21,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,57H6+XJC,Mosque 57H6+XJC,mosque-57H6-XJC,mosque-57H6-XJC.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Mosque&query_place_id=ChIJxxL2DjJpXz4RWUHvDLj_8wk,
TRUE,TRUE,FALSE,34FJ+P4M - شارع الممشى - Dubai Marina - Dubai - United Arab Emirates,Dubai,AE,250.743.329,551.303.005,Dubai Marina,,,,,,,,,,,,,,,,36,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,34FJ+P4M - شارع الممشى,Mosque 34FJ+P4M ,mosque-34fj-p4m,mosque-34FJP4M.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Mosque&query_place_id=ChIJHUD6O1YTXz4R78JhzE4e_j0,
,FALSE,FALSE,,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,mosque-al-haram-mecca,,,,
TRUE,TRUE,FALSE,30 Street 6B - Al Barsha - Al Barsha 3 - Dubai - United Arab Emirates,Dubai,AE,250.991.316,551.862.242,Al Barsha - Al Barsha 3,,,,,,,,,,,,,,,97146087777,33,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,30 Street 6B,Mohammad Ali Bin Beyat Masjid,mohammad-ali-bin-beyat-masjid,mohammad-ali-bin-beyat-masjid.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Mohammad%20Ali%20Bin%20Beyat%20Masjid&query_place_id=ChIJiwbOaINrXz4RZ8UFRiWCRNQ,
TRUE,TRUE,FALSE,5 Al Garffa Street - Jumeirah - Jumeirah 3 - Dubai - United Arab Emirates,Dubai,AE,251.758.842,552.233.858,Jumeirah - Jumeirah 3,,,,,,,,,,,,,,,"9,72E+16",18,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,5 Al Garffa Street,Masjid al marhoom salim bin ubaid,masjid-al-marhoom-salim-bin-ubaid,masjid-al-marhoom-salim-bin-ubaid.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Masjid%20al%20marhoom%20salim%20bin%20ubaid&query_place_id=ChIJT5K7TQJqXz4RQpFNlOpXXY8,
TRUE,TRUE,FALSE,The Palladium - Jumeirah Lake Towers - Dubai - United Arab Emirates,Dubai,AE,250.693.652,551.392.731,Jumeirah Lake Towers,,,,,,,,,,,,,,,,10,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,The Palladium,"Masjid , Unit No 103, Palladium Tower, Cluster C, Jlt",masjid-palladium-tower-cluster-c-jlt-103,masjid-unit-no-103-palladium-tower-cluster-c-jlt.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Masjid%20%2C%20Unit%20No%20103%2C%20Palladium%20Tower%2C%20Cluster%20C%2C%20Jlt&query_place_id=ChIJudZb0cdtXz4R5PZ16YTH3yA,
,FALSE,FALSE,,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,mosque-alharam-islamic-center-nyc,,,,
TRUE,TRUE,FALSE,306 Jumeirah St - Jumeirah - Jumeirah 2 - Dubai - United Arab Emirates,Dubai,AE,252.038.742,552.416.746,Jumeirah - Jumeirah 2,,,,,,,,,,,,,,,,30,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,306 Jumeirah St,Rashid bin Bakhit Mosque,rashid-bin-bakhit-mosque,rashid-bin-bakhit-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Rashid%20bin%20Bakhit%20Mosque&query_place_id=ChIJM_hvsBZCXz4R3LNBZQHyN20,
TRUE,TRUE,FALSE,35WW+W79 - Al Barsha - Al Barsha 3 - Dubai - United Arab Emirates,Dubai,AE,250.972.877,551.957.269,Al Barsha - Al Barsha 3,,,,,,,,,,,,,,,,204,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,35WW+W79,Masjid Ibaad Ar Rahmaan,masjid-ibaad-ar-rahmaan,masjid-ibaad-ar-rahmaan.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Masjid%20Ibaad%20Ar%20Rahmaan&query_place_id=ChIJj02AKIlrXz4RSXwReWDnLlg,
TRUE,TRUE,FALSE,37 14a St - Umm Suqeim - Umm Suqeim 1 - Dubai - United Arab Emirates,Dubai,AE,251.684.239,552.171.081,Umm Suqeim - Umm Suqeim 1,,,,,,,,,,,,,,,,15,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,37 14a St,Adhass St Mosque,adhass-st-mosque,adhaas-st-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Adhass%20St%20Mosque&query_place_id=ChIJVy9V-BpqXz4R21qF7SZ_zzU,
TRUE,TRUE,FALSE,3539+GWC - Dubai - United Arab Emirates,Dubai,AE,250.538.246,551.697.675,,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,46,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,3539+GWC,Samad Mosque,samad-mosque,samad-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Samad%20Mosque&query_place_id=ChIJt5WeRuVsXz4Rnx9kqkt6SpU,
TRUE,TRUE,FALSE,569 Jumeirah St - Umm Suqeim - Umm Suqeim 1 - Dubai - United Arab Emirates,Dubai,AE,251.703.887,552.167.222,Umm Suqeim - Umm Suqeim 1,,,,,,,,,,,,,,,,6,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,569 Jumeirah St,Ahmad Mohamed Bin Fahad Mosque,ahmad-mohamed-bin-fahad-mosque,ahmad-mohamed-bin-fahad-mosque.jpg,4.2,https://www.google.com/maps/search/?api=1&query=Ahmad%20Mohamed%20Bin%20Fahad%20Mosque&query_place_id=ChIJy7O7a_BrXz4RqrZVvvx2wlI,
TRUE,TRUE,FALSE,Al Mass Tower - Dubai Marina - Dubai - United Arab Emirates,Dubai,AE,250.844.422,551.491.209,Dubai Marina,Monday,4:30 AM to 10 PM,Tuesday,4:30 AM to 10 PM,Wednesday,4:30 AM to 10 PM,Thursday,4:30 AM to 10 PM,Friday,4:30 AM to 10 PM,Saturday,4:30 AM to 10 PM,Sunday,4:30 AM to 10 PM,,13,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,Al Mass Tower,Mosque Marina Walk (2nd Floor),mosque-marina-walk-2nd-floor,mosque-marina-walk-2nd-floor.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Mosque%20Marina%20Walk%20(2nd%20Floor)&query_place_id=ChIJW8nduj5rXz4RekMS5gXwLXQ,
TRUE,TRUE,FALSE,CAP Enterprise Solution - Al Satwa Rd - Al Satwa - Dubai - United Arab Emirates,Dubai,AE,252.273.277,55.273.753,Al Satwa,,,,,,,,,,,,,,,,11,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,CAP Enterprise Solution - Al Satwa Rd,Juma Mosque (G+1FLOOR + IMAM BLOCK & SERVICE BLOCK),juma-mosque-g1floor-imam-block-service-block,juma-mosque-imam-block-service-block.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Juma%20Mosque%20(G%2B1FLOOR%20%2B%20IMAM%20BLOCK%20%26%20SERVICE%20BLOCK)&query_place_id=ChIJt6I9UI9DXz4RP319bjl9tvI,
TRUE,TRUE,FALSE,36R3+VV4 - Al Barsha - Al Barsha 3 - Dubai - United Arab Emirates,Dubai,AE,250.921.405,552.046.915,Al Barsha - Al Barsha 3,,,,,,,,,,,,,,,,44,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,36R3+VV4,Ben Mesehar mosque Al Barsha 3,ben-mesehar-mosque-al-barsha-3,ben-mesehar-mosque-al-barsha-3.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Ben%20Mesehar%20mosque%20Al%20Barsha%203&query_place_id=ChIJn3Q1JAtsXz4RVXmYpQxAZDs,
TRUE,TRUE,FALSE,82 22 B St - 82 22B St - Dubai - United Arab Emirates,Dubai,AE,252.259.065,552.711.995,Al Bada'a,,,,,,,,,,,,,,,,85,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,82 22 B St - 82 22B St,Al-Imam Al-Shafie Mosque,al-imam-al-shafie-mosque,al-imam-al-shafie-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Al-Imam%20Al-Shafie%20Mosque&query_place_id=ChIJty3o7PdCXz4RfP2tKSJ8YSg,
TRUE,TRUE,FALSE,37 Al Nessnass St - Jumeirah - Jumeirah 3 - Dubai - United Arab Emirates,Dubai,AE,251.810.241,55.224.051,Jumeirah - Jumeirah 3,,,,,,,,,,,,,,,,15,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,37 Al Nessnass St,Masjid Majid Bin Sayed,masjid-majid-bin-sayed,masjid-majid-bin-sayed.jpg,4.3,https://www.google.com/maps/search/?api=1&query=Masjid%20Majid%20Bin%20Sayed&query_place_id=ChIJq4_4TgBqXz4RK99VJj0PeUs,
TRUE,TRUE,FALSE,57R9+89C - Business Bay - Dubai - United Arab Emirates,Dubai,AE,251.908.161,552.683.846,Business Bay,,,,,,,,,,,,,,,,18,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,57R9+89C,Mosque avenue park,mosque-avenue-park,mosque-avenue-park.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Mosque%20avenue%20park&query_place_id=ChIJbV2oCuZpXz4RtmA-8nrHNvg,
TRUE,TRUE,FALSE,6788+CRH - Al Satwa - Dubai - United Arab Emirates,Dubai,AE,252.160.554,552.671.218,Al Satwa,,,,,,,,,,,,,,,97146087777,30,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,6788+CRH,Masjed Qurtobah,masjed-qurtobah-mosque,masjid-qurtobah.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Masjed%20Qurtobah&query_place_id=ChIJbTOtM15CXz4RZmkgzXcoJa8,
TRUE,TRUE,FALSE,1 Financial Center Rd - Downtown Dubai - Dubai - United Arab Emirates,Dubai,AE,251.979.696,552.772.369,Downtown Dubai,,,,,,,,,,,,,,,"9,23E+16",12,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,1 Financial Center Rd,Prayer room @ Dubai Mall Level G,prayer-room-dubai-mall-level-g,prayer-room-dubai-mall-level-g-mosque.jpg,5,https://www.google.com/maps/search/?api=1&query=Prayer%20room%20%40%20Dubai%20Mall%20Level%20G&query_place_id=ChIJ3Qp01qlDXz4R9MQOfgPpQpU,
TRUE,TRUE,FALSE,Souk Al Bahar - Downtown Dubai - Dubai - United Arab Emirates,Dubai,AE,251.943.858,552.765.422,Downtown Dubai,,,,,,,,,,,,,,,,4,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,Souk Al Bahar,Prayer rooms,prayer-rooms-mosque,prayer-rooms-mosque.jpg,5,https://www.google.com/maps/search/?api=1&query=Prayer%20rooms&query_place_id=ChIJWfK9kOppXz4R1rjcp5KsyWY,
TRUE,TRUE,FALSE,9 15A St - Umm Suqeim - Jumeirah 3 - Dubai - United Arab Emirates,Dubai,AE,251.702.035,552.151.467,Umm Suqeim - Jumeirah 3,,,,,,,,,,,,,,,,6,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,9 15A St,ENOC Mosque,enoc-mosque-dubai,enoc-mosque.jpg,4.3,https://www.google.com/maps/search/?api=1&query=ENOC%20Mosque&query_place_id=ChIJSyB0qxpqXz4RAouhDh4ccWk,
TRUE,TRUE,FALSE,11 شارع ٥ - Al Wasl - Dubai - United Arab Emirates,Dubai,AE,252.047.343,552.662.693,Al Wasl,,,,,,,,,,,,,,,,94,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,11 شارع ٥,Masjed Abdulsalam AlRafi (Armed Forces Martyrs),masjed-abdulsalam-alrafi-armed-forces-martyrs,masjid-abdulsalam-alrafi-armed-forces-martyrs.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Masjed%20Abdulsalam%20AlRafi%20(Armed%20Forces%20Martyrs)&query_place_id=ChIJSwIZfrtDXz4RO_zXQsPQhAs,
TRUE,TRUE,FALSE,12 75th St - Al Bada'a - Dubai - United Arab Emirates,Dubai,AE,252.160.689,552.631.706,Al Bada'a,,,,,,,,,,,,,,,97146087777,16,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,12 75th St,Shaabeyat Al-Wasl,shaabeyat-al-wasl-mosque,shaabeyat-al-wasl-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Shaabeyat%20Al-Wasl&query_place_id=ChIJT_sRuF1CXz4RfHRUseC5tZs,http://www.iacad.gov.ae/
TRUE,TRUE,TRUE,X563+7HR - Dubai - United Arab Emirates,Dubai,AE,249.606.875,551.539.375,,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,42,"https://www.google.com/maps/search/Mosqu/@24.763906845838704,55.22625165000002,14z?hl=en",,Dubai,X563+7HR,Expo City Mosque | Expo City Dubai,expo-city-mosque-dubai,expo-city-mosque-dubai.jpg,4.5,https://www.google.com/maps/search/?api=1&query=Expo%20City%20Mosque%20%7C%20Expo%20City%20Dubai&query_place_id=ChIJ4TQsTABzXz4R3QW0tA75290,https://www.expocitydubai.com/en/things-to-do/attractions/expo-city-mosque/
TRUE,TRUE,FALSE,273W+9WG Hayat Townhouses 1 - Dubai - United Arab Emirates,Dubai,AE,250.034.257,552.973.318,,,,,,,,,,,,,,,,,2,"https://www.google.com/maps/search/Mosqu/@24.763906845838704,55.22625165000002,14z?hl=en",,Dubai,273W+9WG Hayat Townhouses 1,Muezzin House,muezzin-house-mosque,muezzin-house-mosque.jpg,5,https://www.google.com/maps/search/?api=1&query=Muezzin%20House&query_place_id=ChIJKSolwtFxXz4RmB5b_kOzqxs,
TRUE,TRUE,FALSE,273W+9WF - Al Qudra Rd - Dubai - United Arab Emirates,Dubai,AE,250.034.411,552.972.907,,,,,,,,,,,,,,,,,2,"https://www.google.com/maps/search/Mosqu/@24.763906845838704,55.22625165000002,14z?hl=en",,Dubai,273W+9WF - Al Qudra Rd,Janitor House,janitor-house-mosque,mosque-janitor-house.jpg,5,https://www.google.com/maps/search/?api=1&query=Janitor%20House&query_place_id=ChIJTRsWmDJxXz4RPOjz-Ddf-pE,
